regionName,action,adaptation,addiction,anticipation,anxiety,arousal,association,attention,autobiographical_memory,balance,belief,categorization,cognitive_control,communication,competition,concept,consciousness,consolidation,context,coordination,decision,decision_making,detection,discrimination,distraction,eating,efficiency,effort,emotion,emotion_regulation,empathy,encoding,episodic_memory,expectancy,expertise,extinction,face_recognition,facial_expression,familiarity,fear,fixation,focus,gaze,goal,hyperactivity,imagery,impulsivity,induction,inference,inhibition,insight,integration,intelligence,intention,interference,judgment,knowledge,language,language_comprehension,learning,listening,localization,loss,maintenance,manipulation,meaning,memory,memory_retrieval,mental_imagery,monitoring,mood,morphology,motor_control,movement,multisensory,naming,navigation,object_recognition,pain,perception,planning,priming,psychosis,reading,reasoning,recall,recognition,rehearsal,reinforcement_learning,response_inhibition,response_selection,retention,retrieval,reward_anticipation,rhythm,risk,rule,salience,search,selective_attention,semantic_memory,sentence_comprehension,skill,sleep,social_cognition,spatial_attention,speech_perception,speech_production,strategy,strength,stress,sustained_attention,task_difficulty,thought,timing,uncertainty,updating,utility,valence,verbal_fluency,visual_attention,visual_perception,word_recognition,working_memory
PHA1_R,-0.47120288,-0.07930886,-0.022456503,0.033433672,-0.4970161,0.60531193,-0.2922425,-0.6845851,6.7585597,0.0010171953,-0.42358655,0.13741657,-0.43483275,-0.26880494,-0.25354964,-0.05336172,-0.034693472,0.5044697,0.6420334,-0.98734087,-0.43601534,-0.25040963,-0.4857151,-0.22632171,0.33108005,0.07237352,-0.14468114,0.026133047,0.33924288,0.28920963,-0.48545676,7.0073843,7.045078,0.09181357,-0.06838856,1.2278692,0.33356026,-0.072797425,2.5349553,0.48996526,0.51949793,-0.00019178183,0.22627604,0.057557277,-0.11139546,0.2329818,-0.23352146,-0.05878043,-0.054859575,-0.6918126,0.041756656,0.110852,-0.10811782,-0.23789857,-0.37258485,-0.2346748,0.40205356,-1.2623549,0.0017259176,1.7375804,-0.08464234,-0.096650064,-0.80816686,0.20329203,-0.10429937,-0.43812278,7.3719897,3.2836795,1.1651176,-0.14595416,-0.1801378,-0.25918075,-0.5985373,-2.1165555,-0.010301373,-0.17455427,6.5341425,-0.4241015,0.14258738,-0.21548311,-0.23432267,-0.008037814,-0.41099468,-1.0917444,-0.2440833,5.4323,2.750782,0.06482984,0.005510158,-0.46775484,0.03652171,0.8105973,6.4065604,-0.056676645,-0.23500259,-1.4531008,-0.3670314,0.010593957,0.010401777,-0.23714559,3.9354134,-0.18532382,-0.15529351,0.68660206,0.24364091,-0.65914357,-0.32156137,-0.6045164,0.017916355,0.013247676,0.17393781,0.03672,-0.10391629,0.5654557,-0.05769905,-0.07299345,0.19264701,-0.1265804,0.9722211,-0.17257664,0.008698828,-0.09216709,-0.17843339,-0.5438711
PHA3_R,-0.18875003,0.4878171,0.15200809,0.499798,-0.27183482,0.4905683,-0.44870418,-0.5873014,5.4960756,-0.12927225,-0.522919,0.33411437,-0.52641016,-0.17835692,0.118515685,-0.05753962,0.14333719,1.8560789,0.45222056,-1.0347869,-0.3575187,-0.6419729,-0.54907393,0.057107914,0.1851072,-0.4132196,-0.084643036,-0.027890975,1.3846908,0.64449644,-0.0533488,7.3995414,7.034668,0.16419412,0.6646556,1.2534792,1.083788,0.24508338,2.9208753,0.8017532,0.20681062,-0.00030363866,0.64529777,0.07843763,-0.09853361,0.88123333,-0.28753904,-0.078913815,0.092717946,-0.9855127,0.03344644,0.31181458,-0.15676658,-0.27280074,-0.33036366,-0.37467107,0.15217623,-0.857874,0.026396265,1.1105559,-0.46044272,-0.1089445,-0.42058343,0.10832736,0.17478843,0.02488881,7.1594157,3.24092,2.4342813,-0.041253492,-0.53796196,-0.076855004,-0.83149487,-2.8113532,0.82608455,0.0072326534,7.2366347,0.6154546,-0.32911196,0.6313241,-0.25772235,0.0958211,-0.40608603,-0.547917,0.0742803,3.1669612,3.361098,-0.22282165,0.48109812,-0.34229103,-0.12178361,0.39548722,5.993116,0.20647778,-0.13714984,-1.5520759,-0.45942563,0.05531698,-0.11756666,-0.43468016,2.4917333,-0.16234365,-0.061857678,0.47200245,-0.030904748,-1.1044085,-0.08050808,-0.387053,0.02069384,0.042656112,-0.13060528,-0.022761237,0.031177687,0.45386887,-0.75859725,-0.102816045,0.1098307,0.019020703,0.7545367,-0.10340436,-0.15016912,0.13181345,-0.09087401,-0.95819587
STSda_R,-0.43351567,-0.1855603,-0.22324005,-0.6228635,-0.41036054,0.6197592,-0.14120097,-0.668729,2.6251328,-0.005893458,0.69316703,0.110843465,-0.105016604,0.9961571,0.02551897,-0.037028443,-0.022862623,0.22946225,0.82956266,-0.70412856,-1.0609134,-1.4531902,-0.05989313,-0.048933174,-0.043631345,0.019611036,-0.11673495,-0.07481918,2.3161619,0.33109695,1.6357757,0.31390175,0.6449804,-0.081779964,0.2522637,0.13328134,-0.26263914,-0.10233543,0.67699194,0.115719765,-0.05608044,-0.0001326595,0.24660946,-0.21215762,-0.055771608,-0.20137423,-0.20029776,-0.017497541,0.19506246,-0.380817,-0.07090704,1.1727498,-0.2093764,-0.11830911,-0.32875398,-0.006779287,0.6111587,4.3038387,2.7170522,-0.11032699,7.189816,-0.17624429,-0.10456369,-0.18456613,-0.37153235,2.6510658,0.5261213,0.9408675,0.07787934,-0.1835063,-0.33352906,0.27244028,-0.7347336,-1.9456568,1.1728566,-0.6585196,0.088097945,-0.43089932,0.16994509,0.7852188,-0.40389618,-0.037024144,-0.3071502,0.61813325,0.04910996,1.3412104,0.26176855,-0.1870065,-0.036426723,0.07584264,-0.29470164,0.052987646,1.1587676,0.04714914,0.2781416,-1.1210247,-0.35689956,-0.367294,0.16314168,-0.040846333,0.97558016,0.31093904,0.2699983,-0.48798,2.3772178,-1.0585811,2.5048246,0.81248295,0.039064478,-0.02221066,-0.45255256,-0.07307311,0.10735966,-0.20436311,-0.07434126,-0.15489835,0.17050332,-0.07101002,1.4869143,-0.11103094,-0.1787978,-0.10970112,0.03332025,-1.1805236
STSdp_R,0.12640014,0.2416338,-0.107994504,-1.0952153,-1.4365594,-0.021526761,-0.19569278,-0.6431484,0.85225105,0.0027971982,-0.19477448,0.080846585,-1.2533258,2.4017563,0.17380165,-0.07879513,-0.07274215,-0.05051557,0.37240332,-0.9860973,-0.64561623,-1.3480364,0.37232324,0.6533484,-0.0132523915,-0.26467395,-0.1879191,-0.037487905,1.1006893,-0.28339347,0.981167,-0.32777587,0.22816809,0.046961986,-0.022910992,-0.47941384,-0.5176166,0.8536783,0.098044686,-0.2775098,-0.03900287,0.0003833597,0.03498925,-0.42656028,-0.31607887,0.13980925,-0.8280569,-0.28948453,0.13967474,0.026731554,-0.08304746,2.886138,-0.22861822,0.03231519,-0.25958446,0.25007752,0.1602657,7.061324,1.3331851,-0.46476686,7.7284317,0.2557826,-0.118834496,0.28359136,-0.23013046,4.4627123,-1.2822747,0.3747502,0.45042548,0.21554112,-1.167491,0.19269437,0.014801688,-1.0973011,2.21226,0.6348861,-0.25736147,0.33838096,-1.4396096,4.0744586,-0.18265815,0.13815919,-0.24183907,2.7804801,-0.59510964,0.23043832,0.45700058,0.73123926,-0.23457891,0.40174723,-0.040817972,-0.12788314,-0.23653361,-0.3263256,0.48800176,-1.8996793,-0.20107087,-0.85909647,-0.1423771,0.77337253,0.9504056,1.0031599,0.42372727,-0.29656348,0.31499666,-0.73959494,7.1974134,5.2718954,0.18325806,-0.08406279,-1.2536362,-0.028197423,0.057758007,0.08753402,-0.032916583,0.116283625,-0.055108033,-0.22712605,0.6302833,0.010510493,-0.14340325,-0.03469049,0.24646504,-1.6015126
STSvp_R,0.45155212,0.15845057,-0.17948793,-1.5308368,-1.5049407,-0.00936876,-0.26576605,0.2077083,1.2817312,-0.097321905,-0.006800724,0.0893716,-0.85451937,1.807578,0.27589735,-0.073005274,-0.079894185,0.3440024,0.28535983,-1.6853318,-0.35994443,-0.7824228,0.18363218,0.13619138,-0.024777146,-0.43459183,-0.15074359,-0.10304855,0.8547312,-0.33377138,0.7361727,-0.29565117,-0.1312806,0.19115333,-0.038410537,-0.5513481,-0.3911261,1.1065881,0.37060717,-0.24916284,-0.08327001,0.00019292404,0.08624336,-0.36685574,-0.20929569,-0.37525564,-0.5114953,-0.20870592,0.04413476,0.2596,-0.0918427,1.9948024,-0.19878508,0.003684196,-0.66899854,0.22172536,0.5208171,7.1753335,2.9485562,-0.4476609,7.34688,0.15424213,0.13753006,0.051093318,-0.40139398,4.0710497,-0.18116298,0.19428405,0.39780882,0.25931594,-0.32674468,0.11679004,-0.9237476,-1.7445729,1.3417686,1.159903,-0.2573721,0.37279096,-1.3810053,3.8449538,-0.48124427,0.20572694,-0.3999291,2.4244285,-0.20378508,0.26354975,0.34760994,-0.018461008,-0.13482828,0.8305698,-0.09958175,-0.15524615,0.2685889,-0.33355582,0.8933046,-1.7984546,-0.052832678,-0.40579963,-0.13871977,0.7192448,0.8031203,0.8370134,0.59556395,-0.07547122,0.86526024,-0.09695174,5.829188,3.723663,-0.026609074,-0.089036025,-1.4028634,-0.053367626,-0.016794644,0.11624785,0.25824657,0.073310055,-0.1898756,-0.16669343,0.054459408,-0.05094532,-0.12599081,0.07805987,0.12071462,-0.86775583
TGd_R,-0.5984837,-0.48019344,0.014473983,-0.79632044,0.4165653,0.84501547,0.036861535,-0.9574625,2.067737,0.01208789,1.542334,0.05123354,-0.5736561,0.93100095,-0.27494437,-0.014210821,-0.024979258,0.10886116,0.36010274,-0.6121359,-0.559438,-0.77000284,-0.28026235,-0.14510368,0.0061168782,0.042382848,0.05034838,0.0105866995,2.9271388,1.0965948,1.9156146,0.4582614,2.4838827,0.2491585,0.31679937,0.288707,0.3654185,0.0100475,1.072899,1.4203517,-0.009789193,-0.00039605703,0.06890294,-0.21414593,-0.040976748,-0.5058779,-0.20663428,0.33489665,0.2204662,-0.479158,-0.02436632,0.2132174,-0.041002296,0.07390328,-0.37363824,0.19809406,0.11852231,1.3676298,0.8809704,-0.22571172,0.58517057,-0.32613945,0.27497154,-0.34029078,-0.4123778,0.36591002,1.9508529,1.5376289,-0.15723889,-0.29021457,0.25794503,0.2792867,-0.30023593,-2.0937886,-0.2485336,-0.23739289,0.28903246,-0.43125996,0.32689503,-0.021856846,-0.52117866,-0.16803151,-0.21238291,0.54072154,0.19587326,1.5205292,0.20081426,-0.31370303,-0.036240038,-0.30135015,-0.25863385,0.2847583,1.8613913,-0.25646013,0.021976866,-0.91752523,-0.18338746,0.48433828,-0.06762996,-0.261361,2.977612,-0.03907145,0.6715831,-0.08523146,1.1796795,-0.9865706,-0.23946968,-0.14028907,0.14347494,-0.017284548,0.054801267,-0.019328276,-0.06733095,0.5712799,-0.26502162,-0.0439314,-0.09711526,-0.06757817,2.3160787,-0.13731758,-0.12905522,-0.03782942,-0.24359812,-0.6308979
TE1a_R,-0.53532463,-0.3300256,-0.2743303,-0.8385703,-0.069295496,0.6601427,-0.42062545,-0.8844068,5.1811895,0.037523795,1.0839963,-0.039023362,0.03851449,1.6481265,0.031928442,0.048545375,-0.02821599,0.23928629,1.0568938,-0.5409442,0.070857376,-0.18754095,-0.40884364,-0.09414535,-0.04348033,-0.14820407,0.0234919,-0.0657662,1.3332893,0.081029676,2.9948704,-0.21641953,2.0145726,-0.07044741,0.6863034,-0.2533378,0.6305913,-0.17607473,1.5766294,-0.40201128,-0.024648622,0.0002330439,0.036324773,0.058211107,-0.06601027,-1.050744,-0.18053314,-0.13181421,0.55622244,-1.1373578,-0.065238506,0.59200317,-0.14038512,0.28190735,-0.5163822,0.17549019,1.5184107,3.1707494,2.3068547,-0.36479405,3.6795428,-0.29055405,-0.1348616,0.3056379,-0.40430805,1.4454428,1.9477384,1.6611445,-0.020515041,-0.06754097,-0.4174411,0.001602863,-1.0428638,-2.2240083,0.15985398,-0.8700677,0.79039633,-0.38236222,-0.17837119,0.21425872,-0.6874915,-0.40754405,-0.20193008,0.5419321,0.099054575,2.0638132,1.1986527,0.0880521,-0.09610898,-0.36856258,-0.5186172,0.016425155,3.009926,-0.20247218,0.18175785,-0.4479378,0.43254104,0.13606504,0.06455651,-0.30082133,2.747559,0.2037911,0.51266354,-0.077615045,4.1953955,-0.70425814,1.1040189,0.46499383,0.120972306,0.03185132,-0.79218996,-0.03888578,-0.22236086,-0.088155955,-0.13629214,0.018704033,-0.09585558,-0.029890848,1.4367735,-0.10504779,-0.28455845,-0.04884328,0.23038419,-0.8215459
TE1p_R,0.09256537,-0.48567405,-0.21477836,-1.1367954,-0.4938039,0.1311581,-0.037038494,0.09478822,0.6164159,-0.115527205,-0.016603107,0.096440814,0.5222584,0.14925769,0.2021559,0.04311697,-0.019851066,0.5925084,0.29408842,-0.5854427,0.8136261,0.3760733,0.030867586,0.2137366,0.09442068,-0.10610072,-0.043852925,-0.0669774,0.4857134,-0.25042328,0.27196953,1.0946419,0.89653236,0.21630219,0.46507502,-0.022387177,0.103504345,0.81287223,0.45652115,0.3818361,0.05151596,-0.00018274611,0.03741214,-0.14680772,-0.14124742,0.18736659,0.07587051,-0.07938387,-0.012471458,-0.23193838,-0.050977655,0.47629058,-0.09879589,-0.04501867,0.03536649,-0.10477838,0.6489501,1.866526,0.19568612,0.55249316,1.0795308,-0.09722061,0.11631262,0.5562024,-0.11964352,0.83790374,2.434502,1.4636228,0.36203656,0.32417804,-0.5466796,-0.17234054,-0.53847444,-1.9738796,0.3019297,-0.1225059,0.55224866,0.20167555,-0.92579186,0.83343494,-0.4213994,-0.37283605,-0.38021985,0.46699455,0.5332256,0.24118401,0.8380509,-0.12152829,0.039162926,0.078744724,-0.15345308,0.3045572,3.3103304,-0.3395414,-0.0012099813,-1.1028112,0.60308933,0.15074179,0.064985566,0.1954117,1.1518408,0.065032944,0.8089423,0.069284074,0.7679681,-0.08264952,0.89597744,0.33432585,0.34587196,-0.051684882,-0.8358952,-0.0581675,0.14982966,0.5319696,0.27653208,0.22691253,0.07805988,-0.06368208,0.3839802,0.057824716,0.1815717,0.22552958,0.17858788,0.30474034
TE2a_R,-0.3113802,-0.3883929,-0.30760974,-0.2927494,-0.24264854,0.08294712,-0.17698905,-0.48750463,1.1066277,0.026603337,0.5914265,-0.14950082,0.054740068,0.61221814,0.020907354,-0.0424892,0.045787558,0.10318636,0.23605835,-0.4299852,0.31009036,0.36506507,-0.108977094,-0.028162885,-0.096747644,-0.025278818,-0.060134538,-0.065463625,0.47888824,-0.0434074,1.0554258,0.35414022,1.3943325,0.46473584,0.8227595,-0.074302465,0.15355885,0.1523394,0.45483446,-0.33697549,0.02492719,-9.658771e-06,0.12477112,0.10455064,-0.07970323,-0.30139768,-0.16755903,-0.07226841,0.3443368,-0.42502543,-0.061165575,0.30296707,0.05651903,0.22513212,-0.3561874,-0.122073814,0.30851066,0.7717754,0.2916321,0.038095992,0.39811713,-0.089947626,0.4596562,0.27885932,-0.34229627,-0.0546517,1.490749,1.0178444,0.09564808,0.48547578,-0.35313576,0.18165691,-0.4726571,-1.9657131,-0.2091422,-0.41767335,0.09244625,-0.30920297,-0.22822756,-0.15950479,-0.21630645,-0.30343202,-0.20136552,-0.113712266,0.098961234,2.016076,0.9015335,0.1264429,0.0054265684,-0.059924524,-0.1725662,0.28398794,2.0289137,-0.2641036,-0.0010509915,0.42581126,0.117231704,-0.21667416,0.22800028,-0.07321403,1.0810584,-0.09845212,0.34406313,0.15226167,1.4411708,-0.47268224,0.08530033,-0.33524206,0.34176022,-0.02163638,0.32930332,-0.02811692,-0.22580749,-0.031535894,0.05232158,0.12703784,-0.13067736,0.027514517,1.0047767,-0.0848139,-0.36196414,0.15037157,-0.08001678,-0.330934
TF_R,-0.9471598,-0.033154696,-0.116414726,0.0136814425,0.20183735,0.20600869,-0.11716632,-1.0653918,1.5170307,-0.06609945,-0.18074259,-0.035618726,-0.2127232,0.07529531,0.20402367,-0.062434975,-0.027344694,0.5944028,0.20704797,-0.31804925,-0.21860263,-0.6013034,-0.23905416,0.27429524,-0.010210678,0.055423725,-0.18395889,-0.007452217,0.55769134,-0.2417816,-0.010295958,4.215815,2.5330882,0.0030620475,1.5823367,0.18497811,2.4076145,0.018855894,1.6322801,0.6519628,0.11971714,5.8608402e-05,0.29014036,-0.103351995,-0.013419966,0.027848022,-0.024337273,0.061334483,-0.022482011,-0.6521081,-0.07020597,-0.06371341,-0.07719428,0.023385275,-0.3770058,-0.38180494,0.21897137,0.03901859,0.36483014,0.7950362,0.20074587,0.041203484,0.07700397,0.3502857,0.015051947,0.33325544,4.4333797,0.76940817,0.38821095,-0.19857705,0.16842188,0.17470187,-0.33570427,-2.02277,0.0672573,-0.15649559,1.7551215,0.5830791,-0.07505174,-0.08489112,-0.5934814,0.0153028285,-0.27246064,-0.16001683,-0.061381057,0.9798588,3.4443505,-0.09332498,0.028326342,-0.24108392,-0.07417569,0.3492213,3.458142,-0.086097494,-0.16449806,-0.28605613,-0.24261889,-0.2968808,0.21921954,-0.055949118,2.524019,-0.18434092,0.4178227,0.021929553,0.14580148,-0.68783885,0.42758363,-0.4142533,0.16212353,-0.017334746,-0.0033365847,-0.002674212,-0.10083853,0.12296818,-0.34793067,-0.15994418,0.086933106,-0.031783685,0.65756714,-0.09919006,-0.1089582,0.014838722,0.025327025,-0.26577452
TE2p_R,0.8973297,0.32102832,-0.10033911,-0.617648,-0.112854175,1.0908608,0.025131967,0.18911469,-0.31343526,-0.038638014,0.09287292,0.32345727,-0.29062778,0.34552822,0.10085149,-0.015730644,0.25987056,0.3139634,-0.068871036,0.21554,-0.16700947,-0.75888103,0.21508835,0.09677755,0.19402751,0.24980748,-0.016676845,-0.17600347,2.8141403,0.53566533,0.55805796,3.0139408,0.60609007,0.10688153,1.5886188,0.057503484,4.536354,1.3563871,1.1790419,1.004624,-0.021031506,2.1784103e-05,1.628255,-0.2908993,-0.05170686,0.04137746,-0.31847838,-0.0533347,-0.04985075,-1.0251188,-0.090218194,0.17247233,-0.1514514,0.025864067,0.16420396,0.27471006,0.24521194,0.13684171,-0.18491313,-0.116133384,-0.45230204,-0.2122089,-0.117606394,0.33690488,-0.25686735,0.17108539,1.9428749,0.4157755,0.3323869,-0.5004032,-0.6306339,-0.2865153,-0.40241343,-1.5891699,-0.28807035,0.31904188,0.5210274,1.2120196,-0.4180588,2.33446,-0.47066003,0.17241573,-0.4741771,0.4226842,0.27151954,0.5394392,4.7395816,-0.6219645,0.045808405,-0.54288745,-0.0076552294,0.42932117,1.6143537,-0.24242127,-0.028278416,-1.241695,-0.1735533,-0.39744115,-0.041908637,0.24692756,0.17765325,-0.21504834,0.25546914,-0.037809674,0.43712917,-0.15173243,-0.039281964,-0.6792942,-0.2601478,-0.083430514,-0.85129666,-0.060160268,-0.00791056,-0.04151011,-0.14327686,-0.14639215,0.062356845,-0.14535506,1.5593798,-0.10401369,0.46463966,0.69884396,0.6855484,-0.36834988
PHT_R,3.8937516,-0.03930402,-0.33858976,-0.8617836,-0.53808343,0.5057813,-0.4283426,0.4804352,-0.06728501,0.0021002842,0.11286837,-0.15069042,-0.45836094,0.7096227,0.06835591,-0.035181325,-0.04859038,0.096608415,-0.10009836,0.44625387,-1.0184691,-1.5830127,0.18110678,0.6514488,0.058785263,-0.3478041,-0.06620561,-0.10266891,1.2822315,-0.4027459,1.0925603,0.59899,-0.111987926,0.11491529,0.5144073,-0.18402483,0.2941206,1.4362063,0.30730638,0.50004727,0.18939003,0.00039156375,1.9918716,-0.043404214,-0.08533728,0.8068168,-0.30857074,0.03745367,0.048712064,0.17631082,0.024048721,1.0344958,-0.176459,-0.16423196,0.5375811,-0.20627262,0.4628801,0.67634064,-0.1620457,-0.39556876,0.8294876,0.07129226,-0.3006416,0.4865666,0.31016478,0.31103796,-0.08937963,0.47243935,0.40135545,-0.17921275,-0.85813546,-0.30300787,-0.019504728,0.54841363,1.6994268,-0.0038166698,0.8005301,0.9348916,-0.81197935,4.5490756,0.12602815,-0.4384578,-0.38196868,0.5422082,-0.03516678,0.019066712,1.4879819,0.2420816,-0.012898962,0.6651171,0.039002344,0.23596881,1.26671,-0.22602925,-0.0650186,-1.6299,-0.122736745,-0.23931839,0.37011215,0.7989297,0.5724962,-0.08662948,0.282245,-0.24102758,1.9724511,0.34000987,0.85834503,0.2958273,-0.08847303,-0.07221097,-1.0313358,-0.07591255,0.58264667,0.2195145,0.3424495,0.055708643,-0.087070756,-0.07329949,0.23916188,-0.33192408,0.30106083,0.7729743,0.11901784,-0.1388517
PH_R,3.9865127,0.4674459,-0.43973935,-0.26713845,-0.7023144,0.2587082,-0.66615087,1.6984984,-0.41178992,-0.11606903,-0.19152868,-0.07774191,-1.1477599,0.38202846,0.12376688,-0.003486062,0.017747924,-0.00046149554,-0.5069619,0.560481,-0.29302362,-0.7661416,-0.19122915,0.7642105,0.34105,0.05066507,0.098349616,-0.061312765,0.32298473,-0.73693913,1.2530599,2.9649096,-0.42120436,-0.07835114,1.7579869,-0.039237782,3.033454,1.6748809,0.8745008,-0.15145615,0.7139472,0.0005094664,1.0735873,0.16311444,-0.21028364,1.6117046,-0.78826445,-0.057909112,-0.16336513,-0.6035986,-0.066916496,0.786384,-0.2746689,-0.0002735296,1.4027652,-0.04764985,0.3217994,0.70610356,-0.28875232,-0.41355708,-1.0064054,-0.1771152,-1.0578011,1.0767527,0.2779701,0.33570716,0.54460496,0.24251571,0.851316,-0.03979186,-0.7196217,-0.5911926,-0.024230683,-0.15110391,3.0027342,0.5676035,0.91567266,3.5377173,-1.2395259,3.871585,0.1961384,0.17061642,-0.58965844,3.5429883,-0.123938195,-0.10773573,4.626001,-0.13030057,0.11496122,-0.32361048,0.055865325,0.7826576,0.73589903,-0.1531407,-0.24398251,-3.26743,-0.28679717,0.01617523,0.16917738,0.4673061,-0.25096318,-0.27544403,0.43784785,-0.4788994,0.15779296,0.9191816,-0.71752936,-0.17990083,-0.30504817,-0.0683295,-1.6419924,-0.060251113,1.2959169,0.02519287,-0.08880974,-0.11229229,-0.21389288,-0.18527715,0.4139253,-0.26846492,1.964694,4.2565856,0.48100987,0.20417812
TPOJ1_R,3.5208547,0.4954959,-0.46967232,-1.1150323,-0.8715573,-0.1523317,-0.0074158446,2.18401,0.15380214,0.10645804,0.51203865,0.29044977,-0.5433767,2.2198555,-0.015573898,-0.07277825,-0.11488715,-0.012895973,0.022678928,-0.26679417,-1.1586721,-0.93198115,0.30307797,0.3326788,0.026628451,-0.20840059,-0.08551542,0.015356771,1.7185427,-0.35583636,2.952039,-0.9084792,-0.7624951,0.11296756,0.54198384,-0.3233458,0.59855545,3.3028016,-0.23476045,0.5556195,-0.08017747,0.0003813508,2.4830062,-0.20735116,0.06958221,-0.51602846,-0.6445253,-0.04122114,0.21094196,0.453211,-0.08297813,0.9818183,-0.028671922,0.6899306,-0.103382796,-0.45588967,0.16651614,3.0684135,0.043066334,-0.76679146,5.48483,-0.060092553,-0.6238209,0.06160594,-0.06854076,0.54330194,-1.8954976,-0.73740804,0.007615649,-0.46087545,-0.96323544,0.11918554,0.16584818,0.24782123,1.4009372,-0.110034496,0.051514566,-0.052340124,-0.99498165,4.572294,-0.42058203,-0.019338742,0.09150835,1.146781,-0.38962126,-0.18029168,0.96640825,0.34180534,-0.13370733,0.9181348,0.105107605,-0.0075908476,-0.6858872,-0.5409535,0.38552573,-1.3584042,-0.65465325,-0.53495073,0.10430956,0.757545,0.5452104,0.03307638,0.40549377,-0.32114044,3.2152584,1.4242262,3.58642,2.5824368,-0.3219941,0.02283904,-0.95105034,-0.07231697,0.2285621,-0.05340632,-0.15860005,-0.01077684,-0.116334744,-0.1689434,0.17496198,-0.025395466,0.35216862,0.06601133,0.08973442,-0.95307344
TPOJ2_R,5.148285,0.32181066,-0.35860583,-0.98414177,-0.8269603,0.17266934,-0.16714497,0.8786676,1.1189522,-0.0027715415,1.1598126,-0.107955284,-1.0063721,0.76881945,0.12328144,-0.075742565,-0.019575428,-0.039566685,0.08919274,-0.26413867,-0.756852,-1.6073573,0.21091124,0.35058102,0.1181601,-0.37826452,-0.013260621,-0.034988172,1.7365915,0.20442282,3.1837883,-0.68174493,-0.64059424,0.043086674,0.84251827,-0.2736497,0.46177736,1.4652611,0.48844492,0.9101588,0.08355627,-0.00037694655,4.5562277,-0.29334557,-0.11042641,0.4845635,-0.50133306,0.019067394,0.4340218,-0.055464502,-0.020323459,0.509872,-0.11670378,0.13065407,0.13453348,-0.471016,0.39417848,1.1164374,0.11327062,-1.4558451,0.50578064,-0.04162831,-0.8384771,-0.06807448,0.22456944,0.22207701,-1.1121329,0.33387852,1.2759902,-0.31060123,-1.3050572,-0.30609912,-0.307541,0.48378664,1.5466927,-0.010694877,0.8706129,0.62282324,-0.75355107,4.987735,0.44560775,-0.5506973,-0.31075856,0.27144617,-0.028125944,-0.25023618,0.9206241,-0.0024258622,0.04108563,0.3240937,0.2596794,0.050687075,-0.23114125,-0.7048609,0.02169591,-0.59943193,-0.30925226,-0.6547722,0.355905,0.4373206,1.4761336,-0.026246667,0.31146652,-0.5594299,4.3723807,0.3270291,0.24390745,0.032163516,-0.46274412,-0.08318985,-0.99767864,-0.07526026,0.2486949,0.16293241,-0.21388233,-0.0061649894,-0.006009265,-0.054268967,0.21867658,-0.26416692,0.4685278,0.77556735,0.12521088,-0.7917945
TPOJ3_R,2.5005505,-0.3082661,-0.47142315,-0.58190644,-0.7600032,0.1293214,-0.053281866,1.927679,4.530587,0.08163757,0.7200715,-0.3283236,-1.0793707,0.26888376,0.039102584,-0.07673296,0.26584616,-0.05353048,0.38982734,-0.19275507,-0.35264415,-0.59912515,0.11468758,-0.21518663,0.20268248,-0.29892614,-0.034333218,-0.1289138,0.9230634,0.69562364,2.054548,0.17486927,0.8372396,-0.6370467,0.7132726,-0.13290659,-0.10994579,0.4686928,0.7066856,0.7798391,0.23058142,-0.00051958964,2.669387,0.059900187,0.054168817,0.9314289,-0.2701215,0.010168466,0.021751983,-0.5358968,-6.581923e-05,-0.0020523448,-0.27782577,0.2081178,-0.11861833,-0.0681496,0.18085988,-1.0702615,-0.124019876,-1.2356659,-0.15138243,0.010280324,-0.210646,-0.09617348,-0.018085992,0.0854685,0.85040027,2.2405558,2.2103062,0.63999224,-0.7226823,-0.14720497,-0.29222962,-0.79676497,1.4456583,-0.22150074,1.6431834,0.23764814,-0.4412391,1.7634213,0.09631677,-0.38545698,-0.5623979,0.055283397,0.009051802,0.3806637,0.33651713,-0.2551325,-0.047275886,-0.42201555,0.010448526,-0.050344087,1.8500957,-0.25822824,-0.38106754,-0.91578925,-0.56371665,-0.2902148,0.0056607234,0.11461877,1.0334752,-0.10156863,-0.27461725,-0.36075857,3.2271392,0.7839274,-0.055767424,-0.32724753,0.8592028,-0.10733982,-1.2567966,-0.015637923,0.077312894,0.26647982,-0.7843989,0.09500388,0.14468788,-0.13309129,0.15440951,-0.12832575,0.2032158,0.33772177,0.11675051,-1.5378797
